ID|Tweet|Subtask_A
|anlk yukarya bakp yryordum kzn biride telefona bakarak yryordu kzla arpmtm aniden yavrucum sen burda napyorsun bu saatte dedim kz salak dedi gitti napym ag boyu 1 50 civar olunca azmdan kat|OTHER
|biei diyim mi ben eer istanbul tutturamazsam ki baka seenek yok dndm geriye saif kalypr bitwrimmm dostlarm cokacahip seyler olurrrr gercektwn de|OTHER
|gece attrmal olarak hafif yiyecekler tercihimdir mesela mant|OTHER
|user camiye gidiyorum siyaset ve baya bir siyaset 25 sene nce teravih namaznda yer bulamadm camide teravih de 3 safn zor dolduunu grdm ( imdi siz neyi neden savunuyorsunuz bir anlatn da bilelim anama babama laf anlatamyorum ndn nedeni belli trke kur'an okumamlar|OTHER
|bursasporun yeni sezonda forma sponsoru kappa oldu|OTHER
|nazar sanrm insann bilinaltna izin verme bahanesi|OTHER
|user user birey sorucaktm imdi ana tag ivotebtsbbmas ya yannda kullanlcak taglerden ka tane kullanabiliyoruz bts bbmas ve btsbbma bunlardan bahsediyorum|OTHER
|yeni projeye balam bulunmaktaym ok az bir bteyle gerek ticaret yaparak network geliri elde etmek isteyen arkadalarma ihtiyacm var en salam olan rn networku grmek bilgi almak isteyen arkadalarm zelden ulaabilirler herkese hayrl akamlar diliyorum|OTHER
|[190912] beomgyu twitter gncellemesi yondyunihyongumuz 21 doum gnn kutlu olsun yondyunihyong dongsaengin beomgyu seni ok seviyor mutlu bir gn geir!!!! seni ok seviyorum  cr txt moas aegyolu bir ekilde yazm|OTHER
| l k e tv deki akam basks saat 22|OTHER
|bir kiiyi sevdiini ya da sevmediini bir durumdan holandn ya da holanmadn akca belli eden hesap kitapla hareket etmeyen insanlara yaranmaktan uzak kendi duruu olan kiilerin hayranyz|OTHER
|maltepe sigarasnn 11 tl olduu lkede hala iktidar savunan var|OTHER
|user uan msaitim beni kim misafir edecek sadece izmirden evliift dostlar ve bayanlar varsa tanalim tel 0541 592 71 77|OTHER
|user seimi alper yegin in tam destegini alirsaniz kesin kazanirsnz onun biriktirmi olduu youn tecrbeyi ve mucadeleyi kulak arkas etmeyin|OTHER
|user yaa gemi olsun kuzum  nane limon i bogazn iin ve dinlen|OTHER
|user pmek kalori yaktryormu ya ondan p|OTHER
|vestel vens yerli deil diyenler haklsnz ama iphone x in retim maliyetinin 357 dolar satnn 999 dolar olduunu biliyor muydunuz bu saatten sonra iphone alan vatan hainidir|OTHER
|el detaylariniz cok harika muhteem deil mi hazan yaz alarerturul denizbaysal yahaz varmsn|OTHER
|biri mam afii'ye dedi ki zorluk ve sknt annda etrafmzda hi bir insan kalmyor mam afii dedi ki eer insanlar zorluk annda senden kopuyorlarsa bil ki senin iini allah azze ve celle stlenmek istiyor ve unutma ki vekil olarak allah yeter |OTHER
|user seni rahatsz etmek istemiyorum abi ama hani bi konusak hi fena olmayacak|OTHER
|user stelik paras olan ve eitimli olanlar seerek kabul ediyorlar|OTHER
|user user saddam deil de kaddafi olabilir mi|OTHER
|yine eski dizilere dtm btn gn izliyorum|OTHER
|sokakta bir deney yaplyor savatan kam evsiz birine kapnz aar msnz diye herkeste tabi ki diyor suriyeli bir adam karlarna diktiklerinde ordan uzaklayorlar ayn deney suriyeli bir kzla yaplyor herkes de ayor evini kim bilir hangi iren dnceyle|OTHER
|dnyada cok az sey goreve yeni baslayan hevesli ogretmen kadar kotu|OTHER
|ders almak iin toplanp 101 oynamak|OTHER
|user user user bak kardesim ben sana en iyi ne yapaym biliyor musun mini kupir vereyim bak range rover da veririm ama paran yetmez ona|OTHER
|user st avclar da ym glm ya 40|OTHER
|user patron burak fileri ne yaptn burak yaaa brak imdi fii falan sen bo musun u an bieyler ielimmmm|OTHER
|ok glen ok alar szne bir trl kanaat getiremiyorum nk sreli alyorum|OTHER
|ile arkada kaldnza piman msn|OTHER
|trk televizyon dizileri yasaklansn nsan evlilie sevk ediyorlar yanl|OTHER
|kr ki hala huzur veren insanlar var|OTHER
|yine bir pazar gn ve ben yaklak 65 dakikadr babamn keyfini bekliyorum nk he is the boss|OTHER
|nann her ey ok gzel olacak|OTHER
|user abi neredesin bana ulaabilir misin ltfen beklerim user|OTHER
|te benden yz evirdi ainalar bsbtn bir enisim kalmad endieden baka bugn destgirim neyzen i biareyi bir dem dn nur i emin ol imameyn i gzin ba in merhamet et halime her ey'e agahm ali var m senden baka syle ilticagahm ali|OTHER
|gn gne grmemi kfrlerim var benim tv izlerken belli kesimin twitleri denk gelince baz ahsiyetsiz ahslarn aklamalarn okurken izlerken bol bol ediyorum buralarda etmiyorum nk cezas var srf kfr ettiim iin hapis yapmam istemezsiniz dimi azm bozdurmayn|OTHER
|allah'm! sana teslim olan bir kalp doru szl bir dil ve dosdoru bir ahlak istiyorum hayrl cumalar|OTHER
|user user asgari creti 2500 den aa yaparlarsa kendileri bilir artk yeter destekte bir yere kadar yerelde ok byk sknt var memleketi nebi den selamlar|OTHER
|user reis ksknlerin zerine seim cinlerini salm ok net|OTHER
|user 3 kpr izmit kprus canakkale kprusu k deniz sahil yolu vs vs bunlar en az 15 yl nce bitmi iler olmas lazmd imdi devlet kendi imkaniyla yapsa 30 senede bitmez yap ilet devret modeli ile tuzlu yapacak bisey yok eskilere hesap sormayanlarn suu|OTHER
|user tlf ksmnda siyaha boyasaydnda tam inandrc olsayd u halinden daha inandrcs hazrlanabilir bel alt almayn ltfen|OTHER
|meale yakmak 1 yl twitter da birine kfretmek 3 yl tecavzcler serbest hukuk konusunda mkemmel lkeyiz|OTHER
|sorunlardan kacyormuyum yoksa tartp seni mi krmak istemiyorum anlayamyorum|OTHER
|user fb galatasaray mandan niye hi bahsetmiyorsun|OTHER
|size ait olmayan hi bir ey ilgimi ekmiyor burada|OTHER
|devler tanrlarn ve insan kzlarnn oullar eski alarn dehet saan kahramanlar btn mitoslar efsaneler dini inanlar bir zaman anlatyor (tevrattaki tanrnn oullar) ya da tanrsal rkla insan oullar karmndan doan devler yeryznde yayordu|OTHER
|user user user user user user user user user user user user user user user user galatasaray ankaragc mana biletler mevcuttur iletiim iin dm gvenilirbilet bilet biletdevir biletdevret kombine kombinedevir kombinedevret kombinenidevret user user galatasaray sivasspor|OTHER
|user niye tik isareti almiuosun kolarov istiyom|OTHER
|user reisin askerlii komando olarak yapmas|OTHER
|user merhaba ek tercihler iin kyk sonular ne zaman beli olacak|OTHER
|ayn anda gkyzne fleyelim u bulutlar bi gitsin|OTHER
|arkada zaten vard bu mango mu getirdiniz ay kahve mi veriyorsunuz ring gibi dolamaya m balad bu arabalar artk yeni ne yaptnz yani|OTHER
|aberasyon tema kurgulanma kr kaya maranadamfratgrgel karlamak|OTHER
|user hahaha ok iyiydi bu evet bo yere delirmedik ulrem yoluna delirdik|OTHER
|"user user ""biz mahkemelerin de stndeyiz! yetkiyi tc'den deil echr den aldk "" i hukuk yolu olmayan bir yapy hkmete ltfetti! siz yanl yerde zm aryorsunuz! yoksa aram gibi mi yapyorsunuz ahm hukuk d""ohal komisyon""kararn iptal etmedii srece bu zulmler devam eder!"|OTHER
|user teyze olun yokluk iinde mi sen bulmaya alyorsun diye sorsana|OTHER
|haydistanbulmaltepeye bizi birde bizden dinlemeye hak davamz canl izlemeye nasl gasp edilmi renmeye vicdanna uyup karar vermeye haydistanbulmaltepeye  user user user user user user user user|OTHER
|parti'nin eskileri davutolu'nun sylediklerini ilkesel siyaset deil diyerek itham ediyorlar kusura bakmayn ama tekilatlarmzn altn stne getirip ie yarar ne kadar topluluk varsa hepsini dar atmak m ilkesel duru yahut hepsine kar susmak m ilkesel duru|OTHER
|user tezi nasl unuturum hani zerinde senin de adn olan|OTHER
|user user user user ocuk dedi ya kendisi 20 yanda bile yoktur velete bak|OTHER
|user park ettiin yeri unuttuysan demek|OTHER
|canma sktndan beri dnyorum ka mr getiinde sour kurun (canfeza)|OTHER
|user nsan bazen akn kendine kabul ettiremiyo onu napcaz hocam|OTHER
|pazarda domates satan yakkl ocuk neden kafa kartyosun|OTHER
|her gn birine kesinlikle ak oluyom|OTHER
|yi akamlar pegyo yarnki tavan takr takr olsun gari ytd|OTHER
|"bildirim kutum ""son bir saat ierisindeki bildirimini aldk "" cmleleriyle dolu olmadk eyler paylamaya devam edin burdan giden siz olacaksnz bkan bizler deil "|OTHER
|manikrsz trnaklarmla grnt kirlilii verdiim iin zr dilerim slclslc|OTHER
|bay baheli geen yl aykur'u bor karl katarllara ipotek etmilerdi ne oldu zld m o i siz bilirsiniz milli milli )|OTHER
|suu magazin muhabirlerinde aramayn arkadalar onlar iini yapyor ama sen iki ark yapp nl oldun diye vurma hakkn yok konumak istemeyen susar veya iyi akamlar diler reynmen|OTHER
|hfzn akn bilmeyen yok kularla konuan sleyman'da|OTHER
|user akll ve vicdan sahibi lke ve lideri yakisir|OTHER
|user bilgisayarlar hangi irketten ka para karlnda alnm|OTHER
|user user abi perkz brak stom iyi oynaynca takm kazanyor|OTHER
|user slm ben bodurumdan tek erkeim ya 32 boy 180 kilo 84 uyarsa tanalm teyit sorunu yok|OTHER
|yi ki klar iinde uyu mekann cennet olsun  neslicantay|OTHER
|allah' m dayanma gc ver elim kolum bal ne yaparsam olmuyor uan senin in birey yapamamak canimi aliyor! can param cennet kokulum sebep olana fkem yle i gibi byyor ki!! sonra derler ki nsan neden cezaevine dyor!!!  user|OTHER
|user gvenli liman arar para ve speklasyona sebep olanlar enselersen sorunun bir ksmn zersin daha sonra ar sanayii yatrm yapmallar|OTHER
|user baz insanlar iten ie kilo verdiini bilir ama asla tartlp bunu resmiyete dkmez ya te ben bu sabah tam da o insanm|OTHER
|ki yastm var birine ben yatyorum dierine gz yalarm (yenge burcu)|OTHER
|user sercan yldrm olsa begenirdiniz ama o osman yldrm kendine alm atiyo|OTHER
|ezan okunurken kulakl karmayp mzii kapatyorum gren herkes gnahm alyor baylyorum bu duruma|OTHER
|user kovalardan bir ey gizlemeye gerek yok biz gerekleri taya bilecek kabiliyetteyiz|OTHER
|user trkiye cumhuriyeti'nde beka sorunu yok sadece 17 ylda lkeyi her alanda dibe vurduran akp ve onun destekisi mhp sorunu vardr bekadeilzeka akpdemekkuyrukdemek|OTHER
|user kandil bidat olmuyor mu gnaydnlar|OTHER
|cumhur ittifaknda sivas isteriz diyen partinin gb deil mi bu bay|OTHER
|user snava hazrlanmas ile hastalnn hibir ba yok gibi duruyor allah kimseye vermesin ama bir ok hastalk var ve tetiklenmeyi bekliyor|OTHER
|user ben de bunu demek istemitim zaten gezi derken aalarn kesimine kar syledikleriniz aklmda yanl ifade ettiysem zr siz tekrar bakan olsanz keke tiyatro izlerken uyusanz ama tarihi eserlerimizi de korusanz gerekten iyi bakandnz ama|OTHER
|siz tiktoka video koyacaksnz diye ocuklarnza travma yaatmaya ne hakknz var|OTHER
|bu kitaplar okumakla bayk trk dizilerini izlemek arasnda bi fark gremiyorum boa zahmet etmeyin erkenci kua devam|OTHER
|user ekonomi daralmasn diye kamu bankalar zerinden kredi basmak gerekir ama bu da liraya zarar verir talep artp cari aktaki dzelme bozulacandan yine ekonomi daralr diyor kabaca yani aas sakal yukars byk ne yapsan sonu ayn|OTHER
|boyum ok uzun olsayd da yolda yrrken nme kanlar ezseydim nefret ediyorum|OTHER
|borsa deer kazanyor dolar ykselmiyor|OTHER
|bazlarmz dayanmann bizi gl yaptn dnr ama bazen gl olmak brakmay gerektirir|OTHER
|user yalnzlg cok seversekbir gn o da cekip gider mi|OTHER
|kadnlar ma tekrar olsa keke be|OTHER
|user hocam ) geliyor musunuz boluya cumartesi derbi iin )|OTHER
|rt hesapdan takip edilip ana hesapdan takip edilmemek   senin amacn ne amacnn|OTHER
|yaraland yerden glenen kadnlara hayranm iek aamaz belki ama dimdik duran bir gvdesi var hep asla solduramayacaksnz asla|OTHER
|baz insanlar erefsiz doar bazlar ise sonradan erefsiz olur|OTHER
|user user birisi kp getir bi yaknn badeleyelim sen duyma grme bilme dese koa koa savcla gidip su duyurusunda bulunur|OTHER
|"fatih terim ""en yksekleri hedefliyoruz olur olur olmaz olmaz ama sonuna kadar mcadele edeceiz """|OTHER
|bir lmn sonsuzadek lmszlediyi gn!!! 10kasim gazi mustafa kemal atatrk' lm yldnmnde sayg rahmetle anyorum ruhun ad olsun atam! mustafakemalatatrk trkiyecumhuriyeti azrbaycan atatrk atamzindeyiz 10kasim1938|OTHER
|'biz 10 yandayz minzy ya' bakn bu yoruma bakn o kadar iten yaplm ki bu yorumun altnda neler gizli hani duygular 10yearswith2ne1|OTHER
|user merhaba konu ile ilgili sizinle iletiime geebilmemiz iin irtibat numaranz dm ile bizimle paylar msnz|OTHER
|oreolu dondurma ok gzelsin evlenelim|OTHER
|user bizler bireysel abalarla birounun yaamn iyiletirmeye alrken sizler muhalefet olarak zerinize deni yapmadnz iin o canlardan niceleri yok yere hayatn kaybetti biliyorsunuz deil mi biliyorsunuz eminim biz de biliyoruz hadi imdi rahat rahat uyuyun|OTHER
|bir kez daha anladm ki hep bu iyi niyetimden kaybediyorum|OTHER
|user kendim ocuklarm ve lkemin gelecei adna nasl olur bilmiyorum ama akp den kurtulmak|OTHER
|amerikan armudunun avokado oldugunu renip ar kltrlendim teekkrler sym|OTHER
|user user user zamanmz ok az sayn hocam user sesimizi duyurmak iin rpnyoruz oysa verilen sz nedeniyle dzenini deitiren bir ok retmenimiz oldu zor durumdayz sayn bakanmz user bizi duyar umarz|OTHER
|her ey dzelecek diye bekliyorsun mrn geiyor|OTHER
|perembe gn bir sr tahlil yaptrmtm az nce i yeri hekimine sonular gsterdim herey gayet iyi fakat d vitamini eksiklii varm ondan tr de kemiklerim sk sk aryor ve yoruluyormuum bouna yaz insanym demiyormuum artk lene dek kavuran gnein klesiyim|OTHER
|user senle mecnun mevzusuna balarken video bitti sahi neydi o mevzu anlatsana bi|OTHER
|user orda kocas yok kadn kocay gmmtr|OTHER
|sabah uyandm trnam krlm bu sabah itibariyle zaten krlm bir kzm ona gre|OTHER
|user askerlik sresi uzar ya da ksalabilir ne demek ben gitmiyorum kardeim yksek lisansla ertelemeye devam nasl olsa 2 3 seneye doru dzgn bir bedelli kar|OTHER
|ekrana fena damar ark attm fav atmayan da ov yapar bence sjsdksgjk|OTHER
|insanlara kar tahammlm sfr bu konuda ok netim|OTHER
|"bu ""omurgasz"" kelimesini kim tretti ar itici"|OTHER
|yle bir zamanda gelki vazgemek mmkn olmasn|OTHER
|ne hissettigimi konumadan anlayacak insanlar lazm user|OTHER
|user herkesin tatili hi kimseyi ilgilendirmez|OTHER
|evet evde tek bamayken korku filmi izlemek pek ho bir fikir deilmi|OTHER
|sarn kadn tebrik etmeyi o kadar istedim ki u anda karsnda iletiime kapal biri oturuyor olmasna ramen fikrini aklamaya alm ama ite bunlara armyorum artk lke olarak sama sapan bi yere gidiyoruz nk|OTHER
|kedinin sahibi anuka abla kedisi maruka icin sabaha kadar alad sabah olmutu kadin kapida idi|OTHER
|patates uval myz olum biz bi gelin yeter isyan ede ede bir hal oldum premiosmtvmiaw mtvbrkpopbts user|OTHER
|srf nagihan sevmeyenler seda ya oy verse seda ampiyon olur survivor extra|OTHER
|u gnlm denizi taa gerek dmen ure ban taa gerek|OTHER
|premiosmtvmiaw mtvbrkpopbts user az sonra birka normal twt atamda hesap kitlenmesin|OTHER
|"dnyann en gzel cmlesi anamn ""yagmur yagiyor olum sen bu yat dinlen baheye gelme"" demesi yok mu"|OTHER
|bak buras kalbim krsan da dksen de oras senin yerin|OTHER
|bende arttryorum got game of thrones izlemedim pubg okey eker yani bu tarz oyunlar hi oynamadm kore ve hint fan olmadm starbucksa dair fikrim dahi yok ve hibir yutubr bilmem kaldm ble saf insanlarhshshsh|OTHER
|user zeka gstergesi harika bir hareket |OTHER
|tam iyiletim derken tekrar hasta oldum sanrm gerekten beni bi salar msnz artk|OTHER
|ller topraa gmlr hatralar yree toprak m vefal yrek mi bilmiyorum abdurrahim karako|OTHER
|user valla kusan birini grrsem bende kusuyoyorum saknnnnn|OTHER
|bu beklemek deil bu aresizlie kaftan dikmek|OTHER
|user user vallaha m yemin edin bu ne gzel haber|OTHER
|user baarya hayranm yolunuz ak olsun |OTHER
|user ok iten dua ettim fener kazanacak buraya da yazyorum|OTHER
|user gn batyor ay gecede vorbnp5gwd|OTHER
|annem ezan okunuyor gybet etmeyelim anaannem yle denk geldi anaanne cdden m ya|OTHER
|bide beyaz ikolatal profiterol yedi bu da gesin ltfen|OTHER
|user aslnda ocuk kemeri takacak ama kemer apal kemer ondan takamyor|OTHER
|user ben de seni ok seviyorum bebeim|OTHER
|ak kum saati gibidir kalp dolarken beyin boalr|OTHER
|bakasyla gelen mutluluk bakasyla gider|OTHER
|user user user user user user user user user emeklilikte yaa taklanlar perian zm iin bize destek verin|OTHER
|eer znikte yayorsanz ya grclk vardr ya da gelin damat gitmisinizdir dier ihtimaller 1 falan|OTHER
|aylar sonra karlap sadece nefret ettiimi hissettiim o an|OTHER
|260 bin kisiye 1 ktphanenin dustugu ve 100 bin kisiye 1 kahvehanenin dustugu bir lkede ktphanehaftas yerine bence kahvehane haftas olmalyd|OTHER
|hibir eyin aslnda sizin sandnz gibi olmadn fark ettiinizde ne yapardnz|OTHER
|user sayin bakanim son komse yardimcisi aliminda kpss lsans puani 65 olsun ltfen nlsan pomem 65 yaptiniz 4 yil faklte okuduk ltfen bze de yardimci olun|OTHER
|user dn kireiyi fraladn konu neydi|OTHER
|user o kafa ve cesaret bizde var m hep ayn oyuna dyoruz|OTHER
|user zanka tereddtl raminin yava olduunu bildii in korkuyor jailson oynayncada baakehir manda yapt hatay yapabilirmi diye dnyor zanka|OTHER
|hayattaki tm ansm kullanmak istiyorum ltfen|OTHER
|o sebebten bizimle ii biten sahneden ekiliyor|OTHER
|user son 4 ay kald artk daha sk alym deyip hi almamam diyebilir miyiz|OTHER
|son bir ey daha hep beraber elendikleri sahneleri 8 kii grmek isterdim |OTHER
|anne sanrm derslerden geemiyorum ltfen benden vazgeme olur mu|OTHER
|user ok hzl m ok ama ok ama ok ama ok hzl bir gei oldu|OTHER
|ldrmeyen allah yaatmyor da arkadalar kesin bilgi yayalm |OTHER
|pop culture related olunca hemen oy veriyosunuz oh wow|OTHER
|yolda yrrken canm sklmasn diye birilerini arym dedim hi biri amad telefonu yine kullanamadk insanlar|OTHER
|user saadet partisi genel bakan doru sylyor|OTHER
|"kemal varol bir iirinde yle der ""ac geiyor ac elbette geiyor ac ekmi olmak gemiyor """|OTHER
|netflix almanya'da lucifer nasl olmaz biri bana aklasn|OTHER
|user user para hereyi yapan adam para iin hereyi yapan adamdr parayla mutluluu degil sadece gzel anlar yaarsn kardeim bnuda unutma|OTHER
|pardon da dnn neyini sorgulayacaz|OTHER
|user hayrdr bir varsn bir yoksun user eski trk filmlerindeki sevgili gibisin|OTHER
|user 2 5 milyar s 400 ruslarn atii kred ile alyosun daha parasn bile demedin adamlar satacaklar maln parasn verdiler bu 1 ecevit orada burada para arad ama abd ab ve dnyaya kafa tutarak toprak aldi toprak bugn o topraklar zerinde kktc var ve bugn 45 yl bu da 2|OTHER
|user sivilce iin evde yapmadm kalmad hibiride faydalar etmedi bende pes ettim gittim bi cildiyeye krler olsn kalmad ne srtmda ne yzmde hala da kontrole gidiyorum 3 senedir bence sende git herey srme yzne|OTHER
|bu arada katlmak isteyen link atsn joker kazanaym|OTHER
|her yerde karma yurduma tanyorum niversiteli oldum videolar kyor bende artk hayatmn o dnemlerini yaamak istiyorum video ekip herkese duyurmasam da olur|OTHER
|olmayacan adn gibi bildiin halde istemekten vazgeemeyecein kadar gzel eyler var |OTHER
|user user benim ismimi koymulardi olan anca yle razi olmutu evlenmek iin bende bunu seneler sonra orenmitim|OTHER
|allah' kadrine anna yarar ekilde tanyamadlar o yle gl yle ycedir ki i ve oluu gkten yere doru ekip evirir ve bir insan mr 100 yl olsa insan akl ve iinin yapaca 10 yzyllk ii 1 gnde yapar|OTHER
|arkadam (18) kaarak evlendii kocasna ben sana katm ailene kamadm evde seninle oturmak istiyorum diye isyan ediyor ahahhshshabshsvsh|OTHER
|user trk askeri suriye topraklarnda konulanm bir durumdayken tarafsz kalma kacak bir savaa mdahil olmama ansmz yok|OTHER
|bu aralar cidden server uraz nasl bir mc olurdan ok nasl bir sanat olunur dersi veriyor|OTHER
|user mesela kamu alanlarna zel bir tarifeniz var m|OTHER
|user umarm bende alabilirim abi bundan 4 5 ay nce multishipperdm bir anda hard yoonmin ci oldum ktm lan ama shiplere azda olsa alm kr|OTHER
|abi bir fotoraf var kimliime bile onu koymak istiyorum|OTHER
|abi kiz resmen 1 nefeslik arada uyuya kaliyor ya ulan gamsizlik desem gamsiz da degil cozemedim kac gndr|OTHER
|user ben mi smme haa ok tatl ve yakklym |OTHER
|almak istemiyorum ama evde de sklyorum|OTHER
|user yeni bir sayfa atklarn sanyolar nk|OTHER
|ne bteymi say say bitmedi artk bteleri belirleyin de atanalm biz de salklaratamabekliyor ziyahoca60binretmenata feninhakk5binatama user user user user user user|OTHER
|user user bu twitini beylikdz ndeki balk kenan grse de bir iki cmle etse!|OTHER
|user emre bol sana soruyorum senin acina gore ayew acaba futbolcumudur merak ediyorum|OTHER
|user bu tuhaf zihniyetle ayn dnemde yayor olmak bizim talihsizliimiz|OTHER
|bizim karakterlerimiz bize yeter al yenileri ve git erkanszsilbatankaradeniz|OTHER
|user user yemin ederim ayn yorumu yapacaktm|OTHER
|user para sayma makinesi sahte ayrm yapyor zaten|OTHER
|user eski sevgilinle olan fotograflarni yeni sevgili yapinca brakabilecekmisin|OTHER
|ekrem imamolu bile geri geldi bi sen gelmedin herseycokguzeloldu|OTHER
|user user peki bu hanm limlerin derslerine katlan mehur slam limleri var myd mam afi mam ebu hanife mam malik hatib el badadi bn sakir mam ahmed bin hanbel mam buhari mam bni teymiyye mam zehebi mam suyuti ve benzeri birok slam liminin hanm hocalar vard|OTHER
|bi baktm ki sigaray 2 pakete karmm neyim ben i adam falan m|OTHER
|user user sjshdjshekrjr akm niye ocuumuza senin adn verelim ki o yzden istemedim benf msjg|OTHER
|kaleci 10 numara forvet iyiyse kesinlikle satilmamali|OTHER
|user en ksa zamanda ozaman tatlm|OTHER
|lan bu oku atmayn bu ok zehirli itee|OTHER
|user zr dilerim delikanl kz olmadm iin|OTHER
|user di mi bende ardm 10 dk nce 700lerdeydi|OTHER
|saate bak ne iin vard ryamda|OTHER
|sarlanndan tutun enesini omzuna koyana kadar sanki krk yllk dostunuz bbmas|OTHER
|"survivor2018 abi iyi misiniz adam ne yapsn en bandan gsz isimlerle arkada olmas yanlt performans diyip onlardan birini yazsa ""bunu nasl dostluk"" diyecektiniz imdi kimsenin yazmayacan bildii bir ismi yazarak oyunu boa att olay bu!kimse alg yaratmasn!!"|OTHER
|user user user user user user user user user user user user user user user user user user hazr ablon kullanyoruz demek ki ismin yok orada )|OTHER
|hastanedekiler ismini yamur koy demiler aney sevmemi selin' le hande arasnda kura ekmiler (ne kafalar ya) d erkek dosam kesin imek boran yldrmdm u an bu da byle bir anmdr dursun urda haydi ba ba|OTHER
|user nerdesiniz ya keke yakn olsa|OTHER
|user ok kolay hereyi bilen adamdan emir alarak|OTHER
|user aklma gelen bama geldi kanka|OTHER
|demek insanlad boyle gecelerde intihar ediyor|OTHER
|bugn yarn ve herzaman atatrk gn|OTHER
|harika ya tam final ncesi yine yapmam gereken bir sr ey var ve ben yataktan kamayacak kadar hastaym 2018 senin benimle derdin nedir yiidim|OTHER
|doum gnn kutlu olsun daha nice zaferler ve ampiyonluklara user vodafonepark3yanda|OTHER
|lk balarda hepsini dinlemekten vazgeip baka eyler dinleyecektim ama iimden devam et dedim meerse doru hissediyormusum ndnfn iyi ki 2 paylatm arky tandm ve dierlerini de|OTHER
|user kilisliler memnun trk halk da memnun|OTHER
|user hemo kendine al bitane hediye yanndaki de bana hediye olsun kuzeniz sonuta aslan gibi yrein var alrsn sen biliyom seni|OTHER
|bunu da yaamaya dayanamam diyerek korktuun her ey bir bir yaayacak ve aslanlar gibi dayanacaksn|OTHER
|gelen gideni aratmaz ama her turlu kervan doner|OTHER
|user sz sz yaradani birakin br kenara kend kanunlarinizla ynetn ynetln nde yaradanin olmadii br kanun sen allah yaratti en y allah blr tabk hayatinda neml kuralkari ona gre yaayacaksin allah yarattiini en y taniyandir|OTHER
|boktan sebebler iin yaklmaz artk sigarayazam|OTHER
|kutluate dirili erturul mkemmel bir ekilde devam ediyor|OTHER
|nal hocam sakn aklndan sa ak kimi oynataym diye geirme oda sakata gelmesin varsn oras bo dursun rakiplerin olsun belki ters etki yapar|OTHER
|birolalm konak yavrusu kara koca aldanmaz aykrlama|OTHER
|user sakn bymeyin ocuklar okursunuz i beklersiniz bir bakan kar atama sz verir ama sizi isiz brakr srtn dner size sakn bymeyin emi gthb5bn ziraatmh5bin 9|OTHER
|user morallerini bozmak gibi olmasin ama yanio resmen yanioooo|OTHER
|eskisi gibi olamamak ok ar biri sana iten gelse bile hibir samimiyete inanmyorsun artk inanmak istemediinden deil iinden gelmiyor|OTHER
|user user kabristan diye okudum allah affetsin geri pek bi fark yok ama|OTHER
|yapma nollursuun brak o yerimi dooldursun|OTHER
|geceye bir sz brak sen benim karanlk tarafma denk geldin yoksa ben iyi biriyim|OTHER
|birine hafif sinirlenince tm acmaszlm ortaya kyor|OTHER
|user alanacak duruma glelim yle bir zaman gelecekki yanl yapanlar batac edilecek zamane talar|OTHER
|user nolcak bi ruc srp sokakta gezse ovlanlara pcik atsa can ekti belki komu ocuklarndan|OTHER
|artk insan sesi duymak istemiyorum ben ya|OTHER
|kurulas dlerin sigarayla kavumas dumana karan gereklerin gnlde ryasn grmek geceoluncaenok|OTHER
|user hee ben de yleyim green card bavurusu yapmtm ilk etap iyi geti bakalm belki giderim|OTHER
|user anadolu yakasnda sizi grmeyi ok isteyen rencilerin olduu bir okula ne dersiniz geen sene glten dayolunu arladk okulumuzda sizi de arlamak isteriz|OTHER
|okuldaki kediler kendini insan sanyo kafeteryada otururken bo sandalye grnce direkt oturup kim konuuyosa ona bakyolar laf erefsizler|OTHER
|anlatacak ok eyinin olmas anlatmaya mecalinin olmamas anlatsan bile anlayacak kimsenin olmamas dngsnde hikimseye hibir ey anlatamayp daha da efkarlanyor insan|OTHER
|user ay o yer neresyse hemen gdek canim benm resmen gtmeden huzur buldum klajdlasdasdasd|OTHER
|bozdu bozdu bozdu artik bozmaz dedik yine bozdu|OTHER
|oha ceylan gerekten necibin kz ve nefesin deilmi kandrm kardekurunu senanlatkaradeniz|OTHER
|user kollarmysa sknt yok ya o kolay|OTHER
|ler ktye gittii zaman sizde de ey oluyormu ya byle gemii bi gzden geirip bugnlerinize etki eden kiilerden(aile vs fark etmez) bi nefret hayattan bkma tiksinti filan|OTHER
|user uouou tm imdi gereini atyorum|OTHER
|user adese ne olur ykselir mi daha|OTHER
|user hmmm depar arzas demek hepimiz mhendisiz ya anladk sorunu  neyse gldrdnz beni kolay gelsin!|OTHER
|hayat beni srf twetterda bulamasnlar diye srekli kullanc ad deitirmeyle snyor|OTHER
|user kafamda sacma senaryolar kurup moralm cok gzel bozarim|OTHER
|lan bi an videolar kendi internetimle izliyorum sandm wifiiii kendine gel artyorsun beni|OTHER
|user tkp ile akp arasnda ki fark bulunuz|OTHER
|user suriyelilerin trkiye'ye yerlemesi devlete belki dolarlar kazandrm olabilir ancak suriyelilerin nfusu artrmalarndan ve lkenin kaynaklarnn yeni nfusa yetmemesi yznden enflasyon en az 5 puan fazla gereklemi ve bundan millet zarar grmtr|OTHER
|ite indim sahneden pyorum agzndannn|OTHER
|kimse kimseyi bilmezde herkes herkesi anlatr! !|OTHER
|akamn bu saatinde pilav ve ekili biiminde kfte ve kola imek mi ok kr bugnde on kilo aldk|OTHER
|user anlamadm o ne demek derim|OTHER
